#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,Asia,"143,705,484","+306,223","1,411,192",+803,"122,819,369","+160,105","19,474,923","15,059",,,,,,Asia,,,,,,
,North America,"97,080,200","+33,430","1,449,158",+254,"93,205,758","+75,542","2,425,284","7,127",,,,,,North America,,,,,,
,South America,"56,411,151","+12,300","1,290,716",+108,"52,214,715","+42,949","2,905,720","11,155",,,,,,South America,,,,,,
,Europe,"184,122,269","+312,644","1,789,896",+795,"163,657,245","+424,352","18,675,128","10,088",,,,,,Europe,,,,,,
,Oceania,"6,113,131","+52,226","9,641",+26,"5,495,265","+53,846","608,225",152,,,,,,Australia/Oceania,,,,,,
,Africa,"11,798,341","+1,474","253,280",+11,"11,034,427","+2,296","510,634","1,332",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"499,231,297","+718,297","6,203,898","+1,997","448,427,485","+759,090","44,599,914","44,913","64,047",795.9,,,,All,,,,,,
1,China,"164,393","+1,351","4,638",,"137,166","+1,948","22,589",80,114,3,"160,000,000","111,163","1,439,323,776",Asia,"8,755","310,333",9,0.9,,16
2,USA,"82,080,966","+19,294","1,012,382",+66,"79,914,830","+60,294","1,153,754","1,624","245,422","3,027","991,187,517","2,963,650","334,448,237",North America,4,330,0,58,0.2,"3,450"
3,India,"43,036,132",+861,"521,722",+27,"42,503,383",+929,"11,027",698,"30,651",372,"793,847,740","565,383","1,404,087,743",Asia,33,"2,691",2,0.6,0.02,8
4,Brazil,"30,152,402","+7,210","661,309",+39,"29,038,896","+20,625","452,197","8,318","140,086","3,072","63,776,166","296,300","215,241,599",South America,7,325,3,33,0.2,"2,101"
5,France,"26,947,375","+107,654","143,288",+45,"24,018,096","+24,092","2,785,991","1,541","411,223","2,187","260,504,402","3,975,351","65,529,910",Europe,2,457,0,"1,643",0.7,"42,515"
6,Germany,"22,679,247","+45,149","132,311",,"18,414,600","+90,700","4,132,336","2,494","269,159","1,570","122,332,384","1,451,852","84,259,518",Europe,4,637,1,536,,"49,043"
7,UK,"21,626,177","+26,850","169,991",+116,"19,711,159","+89,496","1,745,027",357,"315,623","2,481","510,406,009","7,449,111","68,519,051",Europe,3,403,0,392,2,"25,468"
8,Russia,"17,996,060","+13,056","371,716",+259,"17,213,102","+29,372","411,242","2,300","123,222","2,545","273,400,000","1,872,019","146,045,544",Europe,8,393,1,89,2,"2,816"
9,S. Korea,"15,333,670","+164,481","19,421",+329,N/A,N/A,N/A,"1,114","298,625",378,"15,804,065","307,786","51,347,510",Asia,3,"2,644",3,"3,203",6,"279,366"
10,Italy,"15,292,385","+53,590","160,748",+90,"13,884,744","+45,139","1,246,893",465,"253,588","2,666","206,399,929","3,422,657","60,304,008",Europe,4,375,0,889,1,"20,677"
11,Turkey,"14,958,974","+5,609","98,409",+32,"14,650,621","+7,315","209,944",975,"174,043","1,145","155,956,251","1,814,501","85,949,948",Asia,6,873,1,65,0.4,"2,443"
12,Spain,"11,644,851","+8,682","103,186",+41,"11,078,324","+21,895","463,341",371,"248,891","2,205","471,036,328","10,067,692","46,786,925",Europe,4,453,0,186,0.9,"9,903"
13,Vietnam,"10,226,976","+28,387","42,813",+19,"8,532,523","+34,991","1,651,640","1,403","103,414",433,"85,007,902","859,593","98,893,226",Asia,10,"2,310",1,287,0.2,"16,701"
14,Argentina,"9,052,536",+453,"128,198",+1,"8,885,072","+2,370","39,266",429,"197,086","2,791","35,611,642","775,313","45,931,949",South America,5,358,1,10,0.02,855
15,Netherlands,"7,988,913","+7,170","22,098",+2,"6,964,548",,"1,002,267",122,"464,413","1,285","21,107,399","1,227,019","17,202,175",Europe,2,778,1,417,0.1,"58,264"
